label,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_jitter,energy_mean,energy_std,energy_slope_variance,energy_max,speech_rate_variance,pause_mean_duration,pause_std_duration,energy_gap_variance,mfcc_mean,mfcc_std,Spectral_flatness_mean,Spectral_flatness_std,spectral_flux_mean,spectral_flux_std,spectral_flux_max,spectral_flux_percentile,spectral_flux_spike_rate
0,201.8159407970926,84.6446724708476,50.0,400.0,350.0,23.89368523129112,0.035227194,0.03644515,9.19654e-05,0.22226,0.0,6.17,0.0,0.0,-35.12736,127.71637,0.050002843,0.06848353,0.9887064,1.0464381,8.237093,2.7745194,0.0388978930307941
0,198.2062372722739,54.70363787551927,50.0,392.85379519596745,342.85379519596745,12.936430838972669,0.024557177,0.033323914,8.9387904e-05,0.18531239,0.0,4.2,0.0,0.0,-40.651196,147.63669,0.06233742,0.07072708,1.0324095,1.4335395,12.837819,3.3749537,0.0428571428571428
0,192.83164054918916,66.42233664357472,50.0,400.0,350.0,7.388865322455654,0.05164309,0.036815852,0.00015608923,0.17693874,0.0,4.85,0.0,0.0,-32.751072,145.57346,0.028000204,0.06305327,0.7770158,0.8283704,6.0604267,2.4072454,0.0494845360824742
0,145.704097164359,49.226854178017,50.83365757783264,371.4145790736325,320.5809214957999,9.533728140907437,0.024882033,0.023137487,3.793461e-05,0.101294726,0.0,12.13,0.0,0.0,-36.70702,160.85124,0.0128392065,0.03483022,0.8648745,1.0291281,8.474193,2.9371843,0.0527617477328936
0,108.94695909383644,54.83219388631392,50.0,400.0,350.0,12.75450264283554,0.03380058,0.031131914,7.798205e-05,0.1689668,0.0,16.14,0.0,0.0,-26.275925,146.40485,0.02818882,0.05529563,0.9347068,1.1211716,10.402573,3.083771,0.0452292441140024
0,222.2611125013756,81.61444775284517,50.0,400.0,350.0,11.081767743707184,0.022587722,0.023554536,4.7137037e-05,0.14663249,0.0,8.07,0.0,0.0,-38.073845,155.73247,0.04033568,0.068840116,0.9325141,1.0310886,7.255982,3.0240479,0.0508054522924411
0,177.76029191067025,46.14433326915629,50.0,400.0,350.0,14.21101942008136,0.05674734,0.050809592,0.00020644905,0.21319571,0.0,10.45,0.0,0.0,-32.687687,137.98373,0.040029578,0.06982725,0.9382456,0.9966,9.423684,2.688313,0.0411483253588516
0,153.55503901684574,90.488343176738,50.0,400.0,350.0,19.41544646408344,0.05633581,0.058340494,0.00027760433,0.5379582,0.0,24.41,0.0,0.0,-21.197725,127.96428,0.026057187,0.048919305,0.9259379,1.0356616,8.736384,2.9253898,0.0462925030725112
0,153.55503901684574,90.488343176738,50.0,400.0,350.0,19.41544646408344,0.05633581,0.058340494,0.00027760433,0.5379582,0.0,24.41,0.0,0.0,-21.197725,127.96428,0.026057187,0.048919305,0.9259379,1.0356616,8.736384,2.9253898,0.0462925030725112
0,144.9601892992213,51.60568206718286,50.0,383.9452357986149,333.9452357986149,11.344249717490664,0.019528313,0.01774476,2.4785626e-05,0.09040709,0.0,12.6,0.0,0.0,-37.418484,163.85841,0.016992487,0.036143173,0.8524858,0.9224802,7.903321,2.6741107,0.05
0,181.91288695161157,61.01885947806161,50.12035725974823,400.0,349.87964274025177,13.818608666133416,0.0322576,0.038766876,8.3923784e-05,0.23614,0.0,14.51,0.0,0.0,-36.949944,140.62651,0.04543765,0.0705078,0.81166327,0.98550934,7.3740687,2.8070908,0.050999310820124
0,195.6713074423445,74.88177449987572,51.08642333893717,400.0,348.91357666106285,18.299070388839656,0.03187203,0.036355574,9.550054e-05,0.2316101,0.0,18.17,0.0,0.0,-36.579144,137.40219,0.043945156,0.06477539,0.75703317,0.8689424,8.278439,2.382176,0.0445789763346175
0,169.30116458685768,34.66903562067136,50.0,364.5993585505796,314.59935855057955,7.115507994079572,0.05355025,0.045874964,0.00021462137,0.20256293,0.0,11.42,0.0,0.0,-27.959486,134.52467,0.036748093,0.065058574,0.87636536,0.8733961,5.9222097,2.566965,0.0455341506129597
0,176.06584873423375,61.36305679430951,50.0,363.06895627098834,313.06895627098834,17.54750256726824,0.03219839,0.038238708,0.00013606447,0.28595987,0.0,4.5,0.0,0.0,-35.503796,130.30055,0.050495543,0.082250394,1.0137148,1.1461902,12.976858,3.0342214,0.0355555555555555
0,194.1575277313057,66.0625876638648,50.0,400.0,350.0,16.492215515785418,0.042005014,0.031208709,9.8571494e-05,0.1233359,0.0,17.25,0.0,0.0,-35.62386,135.25719,0.017274791,0.034092158,0.9999586,0.93406475,7.4698243,2.7863839,0.0463768115942029
0,153.9310359774721,107.47810046417231,50.17266866709134,400.0,349.82733133290867,20.28111125890678,0.07161619,0.07752516,0.00038290056,0.5066657,0.0,12.04,0.0,0.0,-24.667385,130.6621,0.014886904,0.031131472,0.7285219,0.96103615,7.421999,2.6753023,0.0523255813953488
0,244.93517697549052,104.42088000424488,50.0,400.0,350.0,20.279172470363463,0.06424395,0.08104106,0.00045062893,0.36568207,0.0,4.41,0.0,0.0,-38.701416,134.62769,0.058260556,0.08806394,1.0361359,1.6276715,10.954685,4.202681,0.0476190476190476
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,166.4404956181375,77.2465220160283,50.0,400.0,350.0,15.404629890556144,0.029778987,0.023910029,3.248372e-05,0.17529503,0.0,600.44,0.0,0.0,-36.6933,122.72541,0.0477406,0.061747808,0.5855988,0.5152497,5.4817214,1.6314322,0.0513789887415895
0,145.09074541412858,73.74899254060806,50.0,400.0,350.0,15.721552570522578,0.028611382,0.029611584,8.216169e-05,0.18606153,0.0,10.13,0.0,0.0,-29.385397,134.12532,0.033104587,0.05446627,0.9120354,0.958551,7.1469727,2.7788134,0.0483711747285291
0,141.4800827556526,64.85367924570808,50.0,400.0,350.0,12.098539263395748,0.0989887,0.07098025,0.00043190367,0.30958235,0.0,6.14,0.0,0.0,-20.77284,130.86249,0.014101252,0.039927848,0.92471623,1.0696754,6.517473,3.1881888,0.0570032573289902
0,197.0320573580808,59.541490773399424,50.0,400.0,350.0,12.599625237717405,0.024214769,0.027658869,7.3314994e-05,0.16172658,0.0,12.82,0.0,0.0,-39.816685,148.11491,0.05465058,0.06851022,1.0032238,1.2760049,9.481336,3.5234149,0.047581903276131
0,199.56442509589064,77.28611778114258,50.0,400.0,350.0,16.488694765635355,0.054459065,0.056880478,0.00022661572,0.27193493,0.0,7.65,0.0,0.0,-31.036098,129.5449,0.055440146,0.0897603,0.8957584,1.0542074,10.73784,2.7992995,0.0405228758169934
0,137.4096395810504,49.48489164741413,50.0,400.0,350.0,12.293491682214508,0.020191941,0.021536529,2.8443246e-05,0.14360453,0.0,12.07,0.0,0.0,-36.263683,161.92535,0.01678582,0.03943567,0.8364924,0.9340358,6.8968635,2.7622495,0.0538525269262634
0,136.071912693031,65.99334147535284,50.0,400.0,350.0,12.874162994269078,0.04847794,0.044305544,0.0001562534,0.24193496,0.0,9.85,0.0,0.0,-27.86632,148.60054,0.036853865,0.097986564,0.98985267,1.2322448,9.21793,3.3340194,0.0467005076142131
0,189.37281047824663,63.75494455208448,50.0,400.0,350.0,12.00251106977195,0.028074795,0.03339253,7.623832e-05,0.23691438,0.0,13.35,0.0,0.0,-38.25279,140.24722,0.05327146,0.06393778,0.9679417,1.1523327,8.563097,3.3251765,0.0531835205992509
0,145.62219790868343,58.94467341583562,50.0,400.0,350.0,12.044926913149713,0.033810675,0.034273073,7.145607e-05,0.16674432,0.0,19.21,0.0,0.0,-34.640152,149.70035,0.021497153,0.04644129,0.9133143,1.0667975,8.0468235,3.071528,0.0504945340968245
0,145.62219790868343,58.94467341583562,50.0,400.0,350.0,12.044926913149713,0.033810675,0.034273073,7.145607e-05,0.16674432,0.0,19.21,0.0,0.0,-34.640152,149.70035,0.021497153,0.04644129,0.9133143,1.0667975,8.0468235,3.071528,0.0504945340968245
0,169.6888914290508,59.94259605116115,50.31774620780997,400.0,349.68225379219,15.143866147632233,0.044442937,0.042257663,0.00023051011,0.25017798,0.0,6.05,0.0,0.0,-30.423283,124.479416,0.049261913,0.06481038,1.0287584,1.0978204,7.5355616,2.9450307,0.0429752066115702
0,141.29698133980472,82.13923370792158,50.0,400.0,350.0,19.332926475122825,0.03842359,0.038918555,0.00010871963,0.25298756,0.0,11.87,0.0,0.0,-26.27507,130.85965,0.028284336,0.050803844,0.8319313,0.9428888,7.368411,2.732307,0.0513900589721988
0,179.1230781096424,65.80561941840587,50.16544071628782,400.0,349.83455928371217,15.77222481760399,0.027484125,0.03243513,8.860734e-05,0.2252988,0.0,14.24,0.0,0.0,-36.72593,143.50548,0.039702162,0.06283402,0.7329915,0.8855728,8.333991,2.552388,0.0533707865168539
0,257.1870145696985,92.7015602014226,50.0,400.0,350.0,28.12238662254388,0.023441395,0.026009802,5.9019065e-05,0.17540793,0.0,4.24,0.0,0.0,-37.861504,134.69698,0.08624724,0.102746755,0.90415186,0.8936828,5.3684645,2.7939184,0.0589622641509434
